Escuela_ID;Número;Escuela;Nivel;Nivel_Unificado;Gestión;Supervisión;Departamento;Localidad;zona;AMBITO;Regional
409;1489;LEANDRO DELLA SANTA;Primario;Primario;Pública;44 - Primario;SANTA ROSA;LAS CATITAS;80%;Urbano marginal;ESTE
413;1494;GENDARME ARGENTINO;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano marginal;SUR
420;1502;MARÍA I. ZARA DE GUIARD;Primario;Primario;Pública;47 - Primario;TUNUYÁN;TUNUYÁN;80%;Urbano marginal;CENTRO-SUR
458;1544;DR. SEVERO GUTIÉRREZ DEL CASTILLO;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;CENTRO
529;1624;FRAY LUIS BELTRÁN;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;SAN FRANCISCO DEL MONTE;40%;Urbano;CENTRO
991;4003;EMILIO CIVIT;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;MAIPÚ;MAIPÚ;10%;Urbano;-
1014;4026;JUAN BAUTISTA ALBERDI;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAVALLE;COSTA DE ARAUJO;110%;Rural;-
1026;4038;ARTURO JAURETCHE;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;LUJÁN DE CUYO;UGARTECHE;80%;Rural;-
1049;4061;DR. ANTONIO LÓPEZ AGUADO;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;COQUIMBITO;60%;Urbano marginal;-
1054;4066;MADRE T. DE CALCUTA;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;GUAYMALLÉN;RODEO DE LA CRUZ;60%;Urbano marginal;-
1060;4072;FEDERICO GARCÍA LORCA;Secundario Orientado;Secundario;Pública;04 - Secundario Orientado;GODOY CRUZ;VILLA HIPODROMO;60%;Urbano marginal;-
1067;4079;DOMINGO F. SARMIENTO;Secundario Orientado;Secundario;Pública;11 - Secundario Orientado;TUPUNGATO;TUPUNGATO;80%;Urbano;-
1080;4092;GRAL. LAS HERAS;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;4º SECCION;10%;Urbano;-
1084;4096;PROFESOR MARIO ANSELMO SÁNCHEZ;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;RIVADAVIA;MEDRANO;80%;Rural;-
1090;4102;ANTONIO BUTTINI;Secundario Orientado;Secundario;Pública;16 - Secundario Orientado;SAN RAFAEL;CUADRO BENEGAS;80%;Rural;-
1128;4140;ARMANDO TEJADA GÓMEZ;Secundario Orientado;Secundario;Pública;07 - Secundario Orientado;LAS HERAS;EL RESGUARDO;80%;Urbano marginal;-
1132;4144;12 DE AGOSTO;Secundario Orientado;Secundario;Pública;14 - Secundario Orientado;GRAL. ALVEAR;GENERAL ALVEAR;60%;Urbano;-
1155;4167;SANTIAGO FELIPE LLAVER;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;SAN MARTÍN;SAN MARTÍN;80%;Urbano marginal;-
1158;4170;AGUAS DEL DIAMANTE;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;CUADRO NACIONAL;80%;Urbano marginal;-
1162;4174;JOAQUÍN SALVADOR LAVADO;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;CIUDAD;80%;Urbano marginal;-
1181;4193;MARÍA LUISA PÁSCOLO DE BANDIERA;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;SAN CARLOS;CAPIZ ALTO;110%;Rural;-
1191;4203;COLONIA LAS ROSAS;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;TUNUYÁN;COLONIA LAS ROSAS;80%;Rural;-
1446;9006;PROF. FRANCISCO H. TOLOSA;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;RIVADAVIA;RIVADAVIA;40%;Urbano;-
1452;9034;SEVERO MORENO;Primario;Primario;Pública;28 - Primario;LA PAZ;VILLA NUEVA DE LA PAZ;80%;Rural;ESTE
1835;P030;SAN ANTONIO;Primario;Primario;Privada;06 - Primario Privada;GRAL. ALVEAR;GENERAL ALVEAR;10%;Urbano;NO CORRESPONDE
1836;P031;MARÍA AUXILIADORA;Primario;Primario;Privada;04 - Primario Privada;LUJÁN DE CUYO;PERDRIEL;40%;Rural;NO CORRESPONDE
1843;P038;LEONARDO MURIALDO;Primario;Primario;Privada;05 - Primario Privada;GUAYMALLÉN;VILLA NUEVA;-;Urbano;NO CORRESPONDE
1844;P039;INSTITUTO NADINO;Primario;Primario;Privada;01 - Primario Privada;CAPITAL;6º SECCION - RESIDENCIAL NORTE;Sin Zona;Urbano;NO CORRESPONDE
1845;P040;SAGRADA FAMILIA;Primario;Primario;Privada;07 - Primario Privada;MAIPÚ;RODEO DEL MEDIO;50%;Rural;NO CORRESPONDE
1854;P051;NUESTRA SEÑORA DEL SANTÍSIMO ROSARIO;Primario;Primario;Privada;02 - Primario Privada;JUNIN;ING GIAGNONI;50%;Rural;NO CORRESPONDE
1872;P074;COMPAÑÍA DE MARÍA;Primario;Primario;Privada;04 - Primario Privada;TUPUNGATO;TUPUNGATO;50%;Urbano;NO CORRESPONDE
1877;P082;PADRE JOSÉ MULLNER;Primario;Primario;Privada;03 - Primario Privada;GODOY CRUZ;VILLA HIPODROMO;30%;Urbano marginal;NO CORRESPONDE
1881;P092;ISABEL LA CATOLICA;Primario;Primario;Privada;06 - Primario Privada;SAN RAFAEL;LAS PAREDES;40%;Rural;NO CORRESPONDE
1883;P095;MEDALLA MILAGROSA;Primario;Primario;Privada;02 - Primario Privada;JUNIN;JUNIN;30%;Urbano;NO CORRESPONDE
1884;P097;I.S.E.P.;Primario;Primario;Privada;03 - Primario Privada;GODOY CRUZ;GODOY CRUZ;Sin Zona;Urbano;NO CORRESPONDE
1886;P099;CENTRO EDUCATIVO DIOS PADRE;Primario;Primario;Privada;05 - Primario Privada;GUAYMALLÉN;LOS CORRALITOS;10%;Rural;NO CORRESPONDE
1908;P130;INMACULADO CORAZÓN DE MARÍA;Primario;Primario;Privada;01 - Primario Privada;CAPITAL;5º SECCION -  RESIDENCIAL SUR;50%;Marginal;NO CORRESPONDE
1914;P141;SANTA MARÍA DE BELÉN;Primario;Primario;Privada;02 - Primario Privada;LAS HERAS;EL PLUMERILLO;50%;Urbano marginal;NO CORRESPONDE
1921;P176;SANTO TOMÁS MORO;Primario;Primario;Privada;06 - Primario Privada;GRAL. ALVEAR;GENERAL ALVEAR;10%;Urbano marginal;NO CORRESPONDE
1922;P178;SANTA TERESITA DEL NIÑO JESÚS;Primario;Primario;Privada;06 - Primario Privada;SAN RAFAEL;TOLEDANO;10%;Rural;NO CORRESPONDE
1969;S026;SAN VICENTE DE PAUL;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;SAN MARTÍN;SAN MARTÍN;10%;Urbano;-
1978;S037;INTEGRAL DEL HUERTO;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GOBERNADOR BENEGAS;Sin Zona;Urbano;-
1981;S040;SAGRADA FAMILIA;Secundario Técnico;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;RODEO DEL MEDIO;50%;Rural;-
1988;S051;NUESTRA SEÑORA DEL SANTISIMO ROSARIO;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;JUNIN;ALGARROBO GRANDE;50%;Rural;-
2009;S082;PADRE JOSÉ MULLNER;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;VILLA DEL PARQUE;20%;Urbano marginal;-
2027;S113;TOMÁS ALVA EDISON;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;BUENA NUEVA;-;Urbano;-
2035;S130;INMACULADO CORAZÓN DE MARÍA;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;CIUDAD;50%;Urbano marginal;-
2043;S176;SANTO TOMÁS MORO;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;GRAL. ALVEAR;GENERAL ALVEAR;Sin Zona;Rural;-
2053;S208;INSTITUTO SECUNDARIO MALARGÜE;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;MALARGÜE;MALARGÜE;10%;Urbano;-
2059;S215;ALFREDO R BUFANO;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;LAS PAREDES;-;Rural;-
2062;S219;BEATO JUAN BAUTISTA SCALABRINI;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GUAYMALLÉN;GUAYMALLEN;-;Urbano;-
2342;1012;COMANDANTE SATURNINO TORRES;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;LUJÁN;40%;Urbano marginal;CENTRO
2349;1024;MANUEL VIDELA;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;RODEO DE LA CRUZ;60%;Urbano marginal;NORTE
2365;1055;CORRIENTES;Primario;Primario;Pública;46 - Primario;SAN MARTÍN;SAN MARTÍN;40%;Urbano;ESTE
2572;P045;Fundación Instituto Privado Enseñanza Pedagógica;Primario;Primario;Privada;02 - Primario Privada;LAS HERAS;EL ALGARROBAL;Sin Zona;Rural;NO CORRESPONDE
2671;S065;ESCUELA CRISTIANA EVANGÉLICA ARGENTINA;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;TUPUNGATO;TUPUNGATO;50%;Urbano;-
