Escuela_ID;Número;Escuela;Nivel;Nivel_Unificado;Gestión;Supervisión;Departamento;Localidad;zona;AMBITO;Regional
74;1123;PATRICIAS MENDOCINAS;Primario;Primario;Pública;02 - Primario;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;10%;Urbano;NORTE
75;1124;SANTOS BIRITOS;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;LAS MALVINAS;110%;Rural;SUR
76;1125;MERCEDES MAURE;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;GOUDGE;110%;Rural;SUR
77;1126;CORONEL CASIMIRO RECUERO;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL BORBOLLÓN;80%;Marginal;NORTE
78;1127;ELIAS VILLANUEVA;Primario;Primario;Pública;05 - Primario;LAVALLE;JOCOLÍ VIEJO;110%;Rural;NORTE
79;1128;SEBASTIAN SAMPER;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;LOS COMPARTOS;80%;Rural;SUR
80;1129;COMBATE DE POTRERILLOS;Primario;Primario;Pública;50 - Primario;LAS HERAS;USPALLATA;110%;Rural frontera;NORTE
81;1130;CARMEN ZAPATA DE CORVALAN;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;EL CERRITO;80%;Rural;SUR
82;1131;ANTONIO EPIFANIO DIAZ;Primario;Primario;Pública;55 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;SUR
83;1132;FÉLIX SALVATIERRA;Primario;Primario;Pública;05 - Primario;LAVALLE;ALTO DEL OLVIDO;110%;Rural;NORTE
84;1133;MARTÍN PALERO;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;MONTE COMAN;80%;Rural;SUR
85;1134;TRIUNVIRATO;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;GOUDGE;80%;Rural;SUR
86;1136;MAXIMILIANO LEIVA;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;80%;Rural;SUR
87;1139;CASEROS;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;GODOY CRUZ;10%;Urbano;CENTRO
88;1140;MAESTRO LUIS RAIMUNDO PONCE;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;LOS COMPARTOS;80%;Rural marginal;SUR
90;1142;CÉSAR JOSÉ MUSSE;Primario;Primario;Pública;26 - Primario;RIVADAVIA;REDUCCIÓN DE ABAJO;110%;Rural;ESTE
91;1146;CARLOS L LAGOMAGGIORE;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;POSTE HIERRO;110%;Rural;SUR
92;1147;ADOLFO TULA;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;80%;Urbano;CENTRO-SUR
93;1148;PROVINCIA DE SALTA;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;BUENA NUEVA;60%;Marginal;NORTE
94;1149;DR. ABRAHAM LEMOS;Primario;Primario;Pública;58 - Primario;GUAYMALLÉN;LOS CORRALITOS;80%;Rural marginal;NORTE
95;1150;SILVANO RODRÍGUEZ DIAZ;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;LA PRIMAVERA;80%;Rural;NORTE
96;1151;TENIENTE GENERAL RAFAEL AGUIRRE;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;KM 8;80%;Rural marginal;NORTE
97;1153;PROVINCIA DE TUCUMÁN;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;CARRODILLA;10%;Urbano marginal;CENTRO
98;1154;GENERAL E. MOSCONI;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;LA PUNTILLA;10%;Urbano marginal;CENTRO
99;1155;ING. JUAN B. MARCHIONATTO;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;CHACRAS DE CORIA;40%;Rural;CENTRO
100;1156;MARÍA SALOMÉ ALBERTI DE VEGA;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;MAYOR DRUMMOND;60%;Rural;CENTRO
101;1157;JUAN BAUTISTA AZOPARDO;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;AGRELO;110%;Rural;CENTRO
102;1158;GENERAL ESPEJO;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;AGRELO;80%;Rural;CENTRO
103;1160;DR. JONAS EDWARD SALK;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;LAS CHIMBAS;110%;Rural;ESTE
104;1161;PATRIA;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;MONTECASEROS;80%;Rural;ESTE
105;1166;VALLE DE LAS BARRANCAS;Primario;Primario;Pública;15 - Primario;MAIPÚ;LAS BARRANCAS;110%;Rural;CENTRO
106;1167;CAPITÁN DE NAVIO JUAN E. CANEPA;Primario;Primario;Pública;53 - Primario;MAIPÚ;GENERAL ORTEGA;80%;Rural marginal;CENTRO
107;1168;FERNANDO SIMON;Primario;Primario;Pública;14 - Primario;MAIPÚ;SAN ROQUE;80%;Urbano marginal;CENTRO
108;1169;EMILIO BARRERA;Primario;Primario;Pública;14 - Primario;MAIPÚ;LAS BARRANCAS;80%;Rural;CENTRO
109;1170;DOMINGO ANTONIO BARRERA;Primario;Primario;Pública;53 - Primario;MAIPÚ;RODEO DEL MEDIO;80%;Rural;CENTRO
110;1171;FUERZA AÉREA ARGENTINA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL RESGUARDO;80%;Urbano marginal;NORTE
111;1172;MAESTRO CIRO ALBERTO MOLINA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL PLUMERILLO;60%;Urbano marginal;NORTE
112;1173;PROVINCIA DE SAN JUAN;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL ALGARROBAL;80%;Urbano marginal;NORTE
113;1174;EDUCADORAS LOYOLA;Primario;Primario;Pública;40 - Primario;JUNIN;ING GIAGNONI;80%;Urbano marginal;ESTE
114;1175;CATAMARCA;Primario;Primario;Pública;40 - Primario;JUNIN;MUNDO NUEVO;80%;Rural;ESTE
115;1176;ALAS ARGENTINAS;Primario;Primario;Pública;40 - Primario;JUNIN;PHILIPS;80%;Rural;ESTE
116;1177;CHUBUT;Primario;Primario;Pública;27 - Primario;RIVADAVIA;SANTA MARÍA DE ORO;80%;Urbano marginal;ESTE
117;1178;FRANCISCO JAVIER MOYANO;Primario;Primario;Pública;21 - Primario;JUNIN;JUNIN;110%;Rural;ESTE
118;1179;Bautista Gerónimo Gargantini;Primario;Primario;Pública;27 - Primario;RIVADAVIA;CAMPAMENTOS;80%;Rural;ESTE
119;1180;FRAGATA LIBERTAD;Primario;Primario;Pública;27 - Primario;RIVADAVIA;EL MIRADOR;110%;Rural;ESTE
120;1181;JUANA DE JESÚS AGUIRRE DE QUIROGA;Primario;Primario;Pública;28 - Primario;LA PAZ;VILLA ANTIGUA;110%;Rural;ESTE
121;1182;VIRGEN DEL ROSARIO;Primario;Primario;Pública;05 - Primario;LAVALLE;TRES DE MAYO;80%;Rural;NORTE
122;1183;CORREO ARGENTINO;Primario;Primario;Pública;06 - Primario;LAVALLE;COSTA DE ARAUJO;80%;Rural;NORTE
123;1184;MAESTRO JOSÉ D. FERNANDEZ;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;CAÑADA SECA;110%;Rural;SUR
124;1185;PROFESOR MANUEL JOSÉ ZAPATA;Primario;Primario;Pública;30 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano marginal;SUR
125;1186;DR. JUAN BENJAMIN TERAN;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;RAMA CAIDA;80%;Rural;SUR
126;1187;EMILIO TURQUI;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;LAS MALVINAS;110%;Rural;SUR
127;1188;ANGELINO ARENAS RAFFO;Primario;Primario;Pública;44 - Primario;SANTA ROSA;LAS CATITAS;80%;Urbano;ESTE
128;1189;ANTONIO OLIVARES;Primario;Primario;Pública;19 - Primario;SAN CARLOS;TRES ESQUINAS;110%;Rural;CENTRO-SUR
129;1190;MAESTROS ARGENTINOS;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;110%;Rural marginal;CENTRO-SUR
130;1191;JULIO LEONIDAS AGUIRRE;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;VILLA HIPODROMO;60%;Urbano marginal;CENTRO
131;1192;SERAFIN SANTONI;Primario;Primario;Pública;26 - Primario;RIVADAVIA;LIBERTAD;110%;Rural;ESTE
132;1193;JUAN BAUTISTA SILVA;Primario;Primario;Pública;15 - Primario;MAIPÚ;LAS BARRANCAS;110%;Rural;CENTRO
133;1194;CÉSAR PALACIO;Primario;Primario;Pública;15 - Primario;MAIPÚ;COQUIMBITO;60%;Rural;CENTRO
134;1195;PATRICIO SGUAZZINI;Primario;Primario;Pública;05 - Primario;LAVALLE;TRES DE MAYO;110%;Rural;NORTE
135;1196;IGNACIO ÁLVAREZ;Primario;Primario;Pública;47 - Primario;TUNUYÁN;LA PRIMAVERA;80%;Rural;CENTRO-SUR
136;1197;DR. VENTURA GALLEGOS;Primario;Primario;Pública;47 - Primario;TUNUYÁN;COLONIA LAS ROSAS;80%;Rural;CENTRO-SUR
137;1198;VICENTE ORTIZ;Primario;Primario;Pública;19 - Primario;SAN CARLOS;TRES ESQUINAS;110%;Rural marginal;CENTRO-SUR
138;1199;FRANCISCO ARIAS;Primario;Primario;Pública;05 - Primario;LAVALLE;LA PEGA;80%;Rural;NORTE
139;1200;PEDRO NOLASCO ORTIZ;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;LOS CORRALITOS;60%;Rural;NORTE
140;1201;JOSÉ M.MOLINA;Primario;Primario;Pública;40 - Primario;JUNIN;PHILIPS;80%;Rural;ESTE
141;1202;MARTÍN ZAPATA;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;CAÑADA SECA;110%;Rural;SUR
142;1203;JUAN CORNELIO MOYANO;Primario;Primario;Pública;13 - Primario;MAIPÚ;MAIPÚ;60%;Urbano marginal;CENTRO
143;1204;RAMON ARRIETA;Primario;Primario;Pública;06 - Primario;LAVALLE;GUSTAVO ANDRE;110%;Rural;NORTE
144;1205;RICARDO ALFREDO DAY;Primario;Primario;Pública;21 - Primario;JUNIN;ALGARROBO GRANDE;80%;Rural marginal;ESTE
145;1206;DR. PEDRO SERPES;Primario;Primario;Pública;40 - Primario;JUNIN;ALGARROBO GRANDE;80%;Rural;ESTE
146;1207;MANUEL ANTONIO SÁEZ;Primario;Primario;Pública;29 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;60%;Urbano;SUR
147;1208;LISANDRO AGUIRRE;Primario;Primario;Pública;13 - Primario;MAIPÚ;MAIPÚ;10%;Urbano;CENTRO
148;1209;REPÚBLICA DE MÉXICO;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;LAS COMPUERTAS;80%;Rural;CENTRO
149;1210;CORONEL JOSE FÉLIX BOGADO;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;KM 11;80%;Rural;NORTE
150;1211;CARLOS MARÍA DE ALVEAR;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;40%;Urbano;SUR
151;1212;ANTONIO ZINNY;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;LUJÁN;40%;Marginal;CENTRO
152;1213;CAP.LUIS C. CANDELARIA;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL ALGARROBAL;80%;Rural;NORTE
153;1214;GRAL.NICOLÁS PLANTAMURA;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
154;1216;NICOLÁS AVELLANEDA;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;LUJÁN;60%;Urbano;CENTRO
156;1218;LUIS ARGENTINO PIAGGIO;Primario;Primario;Pública;27 - Primario;RIVADAVIA;LA CENTRAL;110%;Rural;ESTE
157;1219;MAESTRO VÍCTOR MANUEL PÁEZ MONZÓN;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;RAMA CAIDA;80%;Rural;SUR
158;1220;MISIONES;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;GOBERNADOR BENEGAS;10%;Urbano;CENTRO
159;1221;MAESTRO TEOFILO QUIROGA;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
160;1222;ADELA NIETO OJEDA DE POBLET;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;CUADRO BENEGAS;110%;Rural;SUR
161;1223;GENDARMERIA NACIONAL;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;VILLA ATUEL;110%;Rural;SUR
162;1224;LOS ANDES;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
163;1225;RÍO BAMBA;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;JAIME PRATS;110%;Rural;SUR
164;1226;SANTA CRUZ;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;LA LLAVE;80%;Rural;SUR
165;1227;DR. ADOLFO CALLE;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;NUEVA CALIFORNIA;110%;Rural;ESTE
166;1228;MATEA SERPA;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;110%;Rural;CENTRO-SUR
167;1229;ESPAÑA;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;TRES PORTEÑAS;110%;Rural;ESTE
168;1230;FRANCISCO JAVIER MORALES;Primario;Primario;Pública;18 - Primario;TUNUYÁN;LOS ARBOLES;110%;Rural;CENTRO-SUR
169;1231;DAVID ORTIZ;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;LOS CAMPAMENTOS;110%;Rural;SUR
170;1232;CNEL. MANUEL JOSÉ OLASCOAGA;Primario;Primario;Pública;50 - Primario;LAS HERAS;LA CIENEGUITA;10%;Urbano;NORTE
171;1233;JUAN M.ESPADA;Primario;Primario;Pública;40 - Primario;JUNIN;LOS BARRIALES;110%;Rural;ESTE
172;1234;DR. RAFAEL GUEVARA;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;VILLA ATUEL;110%;Rural;SUR
173;1235;ESTEBAN ECHEVERRIA;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;110%;Rural;CENTRO-SUR
174;1236;MARÍA E. ARDUINO DE DEVOTO;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;CARMENSA;80%;Rural;SUR
175;1237;PERÍODISTAS ARGENTINOS;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;PERDRIEL;80%;Rural;CENTRO
176;1238;PAULA A. DE SARMIENTO;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;LUJÁN (CIUDAD);40%;Urbano marginal;CENTRO
177;1239;EJÉRCITO ARGENTINO;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;80%;Rural;CENTRO
178;1240;BELISARÍO ROLDAN;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;JAIME PRATS;110%;Rural;SUR
179;1241;SUIPACHA;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;VILLA ATUEL;110%;Rural;SUR
180;1242;ERNESTO RAMIREZ;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;BOWEN;110%;Rural;SUR
181;1243;LUCIO CICCHITTI;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;DORREGO;10%;Urbano;NORTE
182;1244;JOAQUIN V GONZÁLEZ;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;80%;Rural;SUR
183;1245;ALBERTO M. LARDIES;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;BOWEN;80%;Rural;SUR
184;1246;GRAL ANGEL PACHECO;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;EL DESVIO;80%;Rural marginal;SUR
185;1247;ALTE. GUILLERMO BROWN;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;TRES PORTEÑAS;110%;Rural;ESTE
186;1248;ANTONIO RUIZ (FALUCHO);Primario;Primario;Pública;25 - Primario;SANTA ROSA;LAS CATITAS;110%;Rural;ESTE
187;1249;CLEMENTE MANCHADO;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;EL CERRITO;110%;Rural;SUR
188;1250;MIGUEL DE AZCUÉNAGA;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;EL JUNCALITO;80%;Rural marginal;SUR
189;1251;PTE.MARCELO T.DE ALVEAR;Primario;Primario;Pública;21 - Primario;JUNIN;LOS BARRIALES;80%;Rural;ESTE
190;1252;ÁLVAREZ CONDARCO;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;REAL DEL PADRE;110%;Rural;SUR
191;1253;DOMINGO D'ANGELO;Primario;Primario;Pública;27 - Primario;RIVADAVIA;LA CENTRAL;80%;Rural;ESTE
192;1254;PROF. TOMÁS SILVESTRE;Primario;Primario;Pública;20 - Primario;TUPUNGATO;VILLA BASTIAS;110%;Rural;CENTRO-SUR
